name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW230911_195324,GW230911_195324-v1,1378497222.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230911_195324-v1,33.6,-7.3,8.1,21.7,-5.7,5.6,11.1,,,1370.0,-720.0,1160.0,-0.03,-0.23,0.19,55.3,-7.0,7.8,23.1,-3.0,3.4,,,,0.26,-0.13,0.18,0.001,,,0.99,,,53.0,-6.7,7.4
GW230904_152545,GW230904_152545-v1,1377876363.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230904_152545-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,18.0,,,0.74,,,,,
GW230904_051013,GW230904_051013-v1,1377839431.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230904_051013-v1,10.6,-1.9,4.1,7.1,-1.9,1.5,10.5,,,1010.0,-420.0,600.0,0.05,-0.07,0.15,17.9,-1.6,2.4,7.54,-0.6,0.53,,,,0.2,-0.08,0.1,3.9e-05,,,0.99,,,17.1,-1.6,2.5
GW230902_224555,GW230902_224555-v1,1377729973.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_224555-v1,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,51.0,,,0.52,,,,,
GW230902_172430,GW230902_172430-v1,1377710688.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_172430-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,39.0,,,0.59,,,,,
GW230902_122814,GW230902_122814-v1,1377692912.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_122814-v1,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,2.0,,,0.84,,,,,
GW230831_134621,GW230831_134621-v1,1377524799.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230831_134621-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,12.0,,,0.8,,,,,
GW230831_015414,GW230831_015414-v1,1377482072.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230831_015414-v1,42.0,-10.0,18.0,30.0,-10.0,12.0,8.6,,,4900.0,-2900.0,4200.0,0.03,-0.3,0.3,73.0,-15.0,26.0,30.7,-6.5,10.6,,,,0.77,-0.4,0.5,0.29,,,0.99,,,69.0,-14.0,24.0
GW230830_064744,GW230830_064744-v1,1377413282.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230830_064744-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,3.5,,,0.55,,,,,
GW230825_041334,GW230825_041334-v1,1376972032.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230825_041334-v1,43.0,-12.0,17.0,27.3,-8.9,11.9,8.8,,,4900.0,-2900.0,4200.0,0.28,-0.29,0.25,71.0,-15.0,22.0,29.4,-6.3,9.4,,,,0.77,-0.4,0.5,0.1,,,0.98,,,67.0,-15.0,20.0
GW230824_135331,GW230824_135331-v1,1376920429.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230824_135331-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,6.2,,,0.58,,,,,
GW230824_033047,GW230824_033047-v1,1376883065.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230824_033047-v1,53.0,-11.0,16.0,36.0,-13.0,12.0,11.1,,,4700.0,-2300.0,2900.0,,,,88.0,-14.0,19.0,37.0,-6.3,9.1,,,,0.74,-0.32,0.36,1e-05,,,0.99,,,84.0,-13.0,19.0
GW230823_142524,GW230823_142524-v1,1376835942.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230823_142524-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,1.6,,,0.86,,,,,
GW230822_230337,GW230822_230337-v1,1376780635.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230822_230337-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,1.5,,,0.86,,,,,
GW230820_212515,GW230820_212515-v1,1376601934.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230820_212515-v1,62.0,-15.0,23.0,34.0,-18.0,18.0,9.3,,,4000.0,-2100.0,3000.0,0.21,-0.29,0.31,96.0,-16.0,22.0,38.6,-9.8,11.2,,,,0.65,-0.3,0.38,0.24,,,0.97,,,92.0,-16.0,21.0
GW230819_171910,GW230819_171910-v1,1376500768.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230819_171910-v1,70.0,-21.0,47.0,35.0,-19.0,20.0,9.9,,,4000.0,-2200.0,3900.0,-0.04,-0.43,0.36,106.0,-22.0,41.0,42.0,-11.0,14.0,,,,0.65,-0.31,0.49,0.011,,,0.99,,,102.0,-22.0,41.0
GW230817_212349,GW230817_212349-v1,1376342647.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230817_212349-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,6.2,,,0.86,,,,,
GW230814_230901,GW230814_230901-v1,1376089759.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230814_230901-v1,33.6,-2.2,2.8,28.3,-3.0,2.1,43.0,,,280.0,-130.0,170.0,-0.01,-0.08,0.06,61.8,-2.1,2.0,26.75,-1.0,0.89,,,,0.06,-0.03,0.03,1e-05,,,0.99,,,58.9,-1.9,1.9
GW230814_230901,GW230814_230901-v2,1376089759.8,2,O4_Discovery_Papers,https://doi.org/10.7935/amj3-kd70,https://gwosc.org/api/v2/event-versions/GW230814_230901-v2,33.7,-2.2,2.9,28.2,-3.1,2.2,42.13,-0.11,0.07,289.0,-130.0,183.0,-0.01,-0.07,0.06,61.9,-2.0,2.0,26.8,-1.0,0.9,,,,0.06,-0.03,0.04,1e-05,,,,,,,,
GW230814_061920,GW230814_061920-v1,1376029178.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230814_061920-v1,69.0,-17.0,19.0,42.0,-16.0,17.0,11.2,,,4000.0,-2000.0,3400.0,0.05,-0.28,0.29,110.0,-20.0,26.0,45.5,-9.9,11.9,,,,0.65,-0.28,0.42,0.00063,,,0.99,,,105.0,-19.0,24.0
GW230811_032116,GW230811_032116-v1,1375759294.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230811_032116-v1,35.6,-7.5,8.7,22.1,-5.1,6.7,13.6,,,2100.0,-1100.0,1200.0,0.02,-0.18,0.18,57.9,-6.6,8.7,24.0,-2.4,4.1,,,,0.38,-0.18,0.17,1e-05,,,0.99,,,55.3,-6.4,8.3
GW230807_205045,GW230807_205045-v1,1375476663.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230807_205045-v1,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,2.9,,,0.59,,,,,
GW230806_204041,GW230806_204041-v1,1375389659.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230806_204041-v1,51.0,-12.0,18.0,35.0,-13.0,14.0,9.4,,,5500.0,-2900.0,3700.0,0.08,-0.27,0.28,85.0,-15.0,24.0,35.8,-6.9,10.7,,,,0.84,-0.39,0.44,0.0037,,,0.99,,,81.0,-15.0,23.0
GW230805_034249,GW230805_034249-v1,1375242188.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230805_034249-v1,32.1,-7.3,12.5,22.6,-7.5,7.8,9.5,,,3500.0,-1700.0,2600.0,0.06,-0.28,0.27,54.9,-9.7,13.8,23.1,-4.2,5.9,,,,0.58,-0.25,0.33,0.0037,,,0.99,,,52.4,-9.2,13.0
GW230803_033412,GW230803_033412-v1,1375068870.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230803_033412-v1,45.0,-12.0,19.0,29.0,-10.0,12.0,9.4,,,4900.0,-2600.0,4000.0,0.06,-0.31,0.29,74.0,-16.0,22.0,30.5,-6.7,9.3,,,,0.77,-0.35,0.47,0.31,,,0.99,,,70.0,-15.0,21.0
GW230731_215307,GW230731_215307-v1,1374875605.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230731_215307-v1,10.4,-1.4,2.9,7.8,-1.6,1.2,12.2,,,1110.0,-460.0,350.0,-0.05,-0.06,0.11,18.3,-1.0,1.6,7.77,-0.36,0.58,,,,0.22,-0.08,0.06,1e-05,,,0.99,,,17.4,-1.0,1.6
GW230729_082317,GW230729_082317-v1,1374654215.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230729_082317-v1,12.3,-2.7,7.6,7.6,-2.6,2.1,9.5,,,1630.0,-760.0,820.0,0.12,-0.13,0.22,20.3,-2.4,5.0,8.33,-0.75,0.94,,,,0.31,-0.13,0.13,0.18,,,0.95,,,19.4,-2.4,5.1
GW230728_083628,GW230728_083628-v1,1374568606.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230728_083628-v1,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,1.5,,,0.73,,,,,
GW230726_002940,GW230726_002940-v1,1374366598.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230726_002940-v1,35.6,-5.9,9.0,27.9,-6.0,6.0,10.5,,,2000.0,-1000.0,1200.0,-0.02,-0.23,0.21,63.6,-7.9,10.3,27.3,-3.4,4.4,,,,0.37,-0.17,0.18,1e-05,,,0.99,,,60.6,-7.4,9.7
GW230723_101834,GW230723_101834-v1,1374142732.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230723_101834-v1,16.7,-3.4,5.9,10.6,-2.8,2.8,10.1,,,1610.0,-890.0,690.0,-0.18,-0.17,0.2,27.5,-2.6,4.3,11.4,-0.92,1.64,,,,0.3,-0.16,0.11,0.0034,,,0.99,,,26.4,-2.6,4.2
GW230723_084820,GW230723_084820-v1,1374137318.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230723_084820-v1,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,3.8999999999999995,,,0.64,,,,,
GW230721_222634,GW230721_222634-v1,1374013612.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230721_222634-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,4.1,,,0.73,,,,,
GW230717_102139,GW230717_102139-v1,1373624517.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230717_102139-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,29.0,,,0.7,,,,,
GW230712_090405,GW230712_090405-v1,1373187863.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230712_090405-v1,32.0,-10.0,17.0,13.1,-5.9,14.6,9.5,,,2000.0,-1000.0,2600.0,-0.03,-0.31,0.35,46.0,-11.0,21.0,16.5,-3.2,11.1,,,,0.37,-0.17,0.36,0.018,,,0.99,,,45.0,-11.0,20.0
GW230709_122727,GW230709_122727-v1,1372940865.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230709_122727-v1,45.0,-11.0,16.0,30.0,-13.0,13.0,10.2,,,4600.0,-2400.0,3500.0,0.08,-0.31,0.3,74.0,-14.0,20.0,31.0,-6.6,9.4,,,,0.73,-0.34,0.43,0.011,,,0.99,,,71.0,-13.0,19.0
GW230709_063445,GW230709_063445-v1,1372919703.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230709_063445-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,15.0,,,0.83,,,,,
GW230708_230935,GW230708_230935-v1,1372892993.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_230935-v1,64.0,-15.0,20.0,39.0,-15.0,14.0,10.0,,,3500.0,-1600.0,2300.0,0.01,-0.3,0.27,103.0,-16.0,21.0,42.5,-7.8,9.7,,,,0.58,-0.24,0.29,0.0037,,,0.99,,,99.0,-15.0,20.0
GW230708_071859,GW230708_071859-v1,1372835957.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_071859-v1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,1.5,,,0.73,,,,,
GW230708_053705,GW230708_053705-v1,1372829843.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_053705-v1,29.1,-5.4,8.2,22.8,-5.4,5.5,8.9,,,3300.0,-1700.0,2000.0,0.07,-0.24,0.23,51.9,-7.6,10.2,22.2,-3.3,4.4,,,,0.55,-0.25,0.27,0.21999999999999997,,,0.99,,,49.4,-7.2,9.7
GW230707_124047,GW230707_124047-v1,1372768865.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230707_124047-v1,46.1,-8.2,12.2,36.4,-9.8,10.6,11.9,,,4500.0,-2300.0,2300.0,-0.05,-0.29,0.25,82.0,-12.0,19.0,35.1,-5.3,8.6,,,,0.71,-0.32,0.29,0.0011,,,0.99,,,78.0,-11.0,18.0
GW230706_104333,GW230706_104333-v1,1372675431.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230706_104333-v1,16.3,-3.0,5.4,11.5,-2.7,2.6,9.2,,,1930.0,-980.0,920.0,0.19,-0.14,0.13,27.9,-3.0,4.4,11.8,-1.1,1.7,,,,0.35,-0.16,0.14,0.23,,,0.98,,,26.5,-2.8,4.3
GW230704_212616,GW230704_212616-v1,1372541194.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230704_212616-v1,89.0,-27.0,42.0,49.0,-25.0,30.0,8.7,,,7200.0,-4200.0,6100.0,0.28,-0.43,0.34,139.0,-31.0,49.0,55.0,-14.0,23.0,,,,1.05,-0.54,0.68,0.51,,,0.93,,,132.0,-30.0,47.0
GW230704_021211,GW230704_021211-v1,1372471949.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230704_021211-v1,32.4,-7.9,11.9,19.9,-6.0,6.5,9.4,,,2700.0,-1500.0,1800.0,-0.01,-0.24,0.21,52.7,-8.2,10.8,21.8,-3.2,4.4,,,,0.48,-0.23,0.25,0.21,,,0.99,,,50.5,-7.9,10.6
GW230702_185453,GW230702_185453-v1,1372359311.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230702_185453-v1,40.0,-13.0,20.0,18.0,-6.5,8.5,10.1,,,2400.0,-1100.0,1900.0,0.05,-0.26,0.29,60.0,-11.0,15.0,22.9,-3.5,4.0,,,,0.43,-0.17,0.27,1e-05,,,0.99,,,57.0,-11.0,15.0
GW230702_162025,GW230702_162025-v1,1372350043.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230702_162025-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,6.5,,,0.6,,,,,
GW230630_234532,GW230630_234532-v1,1372203950.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_234532-v1,10.0,-1.8,3.5,6.6,-1.6,1.5,9.9,,,1080.0,-480.0,520.0,-0.04,-0.08,0.16,16.8,-1.4,2.1,7.06,-0.48,0.57,,,,0.21,-0.09,0.09,0.00042,,,0.99,,,16.1,-1.4,2.1
GW230630_125806,GW230630_125806-v1,1372165104.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_125806-v1,51.0,-14.0,20.0,33.0,-13.0,15.0,9.0,,,5400.0,-3000.0,5100.0,0.17,-0.31,0.3,84.0,-19.0,26.0,35.0,-8.5,11.4,,,,0.83,-0.41,0.59,0.16,,,0.99,,,80.0,-18.0,25.0
GW230630_070659,GW230630_070659-v1,1372144037.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_070659-v1,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,0.47000000000000003,,,0.88,,,,,
GW230628_231200,GW230628_231200-v1,1372029138.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230628_231200-v1,32.5,-3.9,5.9,27.1,-5.2,4.9,16.4,,,2250.0,-1070.0,800.0,-0.01,-0.16,0.16,59.3,-4.9,8.6,25.5,-2.2,3.8,,,,0.4,-0.17,0.12,1e-05,,,0.99,,,56.5,-4.6,8.1
GW230627_015337,GW230627_015337-v1,1371866035.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230627_015337-v1,8.4,-1.3,1.7,5.79,-0.92,0.95,28.7,,,305.0,-134.0,65.0,0.02,-0.03,0.08,14.19,-0.45,0.77,6.02,-0.07,0.16,,,,0.07,-0.03,0.01,1e-05,,,0.99,,,13.54,-0.45,0.82
GW230625_211655,GW230625_211655-v1,1371763033.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230625_211655-v1,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,42.0,,,0.61,,,,,
GW230624_214944,GW230624_214944-v1,1371678602.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230624_214944-v1,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,2.2,,,0.69,,,,,
GW230624_113103,GW230624_113103-v1,1371641481.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230624_113103-v1,27.2,-6.9,13.4,16.1,-4.5,4.8,11.4,,,1940.0,-970.0,1270.0,0.17,-0.25,0.29,43.8,-6.6,11.1,18.0,-2.4,3.2,,,,0.35,-0.16,0.19,0.00017999999999999998,,,0.99,,,41.8,-6.3,10.7
GW230618_102550,GW230618_102550-v1,1371119168.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230618_102550-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,49.00000000000001,,,0.59,,,,,
GW230615_160825,GW230615_160825-v1,1370880524.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230615_160825-v1,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,4.3,,,0.5,,,,,
GW230609_064958,GW230609_064958-v1,1370328616.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230609_064958-v1,35.3,-6.9,10.7,25.2,-7.5,7.5,10.6,,,3400.0,-1700.0,1900.0,-0.14,-0.27,0.22,60.3,-8.0,12.9,25.5,-3.6,5.8,,,,0.56,-0.25,0.25,0.00014,,,0.99,,,57.8,-7.7,12.2
GW230609_010824,GW230609_010824-v1,1370308122.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230609_010824-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,2.8,,,0.81,,,,,
GW230608_205047,GW230608_205047-v1,1370292665.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230608_205047-v1,48.0,-11.0,13.0,31.0,-11.0,11.0,10.2,,,3500.0,-1700.0,2200.0,0.04,-0.26,0.25,79.0,-11.0,16.0,32.8,-5.4,7.3,,,,0.58,-0.26,0.29,0.0012,,,0.99,,,75.0,-11.0,15.0
GW230606_024545,GW230606_024545-v1,1370054763.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230606_024545-v1,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,3.2,,,0.88,,,,,
GW230606_004305,GW230606_004305-v1,1370047403.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230606_004305-v1,37.6,-7.6,13.4,25.8,-8.3,8.1,11.1,,,2700.0,-1400.0,1500.0,-0.11,-0.31,0.26,63.4,-8.3,13.4,26.5,-3.6,5.7,,,,0.48,-0.22,0.2,0.00041,,,0.99,,,60.7,-7.9,12.8
GW230605_065343,GW230605_065343-v1,1369983241.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230605_065343-v1,17.2,-3.5,6.5,11.1,-2.7,2.5,11.4,,,1060.0,-480.0,610.0,0.06,-0.1,0.16,28.6,-2.8,4.0,11.94,-0.94,0.96,,,,0.21,-0.09,0.1,1e-05,,,0.99,,,27.3,-2.7,4.1
GW230603_174756,GW230603_174756-v1,1369849694.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230603_174756-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.4,,,0.73,,,,,
GW230601_224134,GW230601_224134-v1,1369694512.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230601_224134-v1,64.0,-13.0,17.0,44.0,-15.0,14.0,13.4,,,3700.0,-1800.0,2100.0,-0.03,-0.32,0.27,107.0,-15.0,22.0,45.0,-7.3,10.0,,,,0.6,-0.26,0.28,1e-05,,,0.99,,,102.0,-14.0,21.0
GW230531_141100,GW230531_141100-v1,1369577478.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230531_141100-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,3.5,,,0.69,,,,,
GW230529_181500,GW230529_181500-v1,1369419318.7,1,O4_Discovery_Papers,https://doi.org/10.7935/6k89-7q62,https://gwosc.org/api/v2/event-versions/GW230529_181500-v1,3.6,-1.2,0.8,1.4,-0.2,0.6,11.6,,,201.0,-96.0,102.0,-0.1,-0.17,0.12,5.1,-0.6,0.6,1.94,-0.04,0.04,2.026,-0.002,0.002,0.04,-0.02,0.02,0.001,,,,,,,,
GW230529_181500,GW230529_181500-v2,1369419318.7,2,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230529_181500-v2,3.66,-1.21,0.81,1.42,-0.22,0.6,11.8,,,202.0,-98.0,103.0,-0.1,-0.18,0.12,5.08,-0.6,0.6,1.94,-0.04,0.04,,,,0.04,-0.02,0.02,0.00022,,,0.99,,,,,
GW230518_125908,GW230518_125908-v1,1368449966.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230518_125908-v1,8.17,-0.92,0.84,1.45,-0.1,0.13,14.1,,,236.0,-96.0,108.0,-0.01,-0.11,0.09,9.61,-0.79,0.76,2.8,-0.06,0.06,,,,0.05,-0.02,0.02,1e-05,,,0.99,,,,,
GW200322_091133,GW200322_091133-v1,1268903511.3,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200322_091133-v1,38.0,-22.0,130.0,11.3,-6.0,24.3,4.5,-3.0,2.7,3500.0,-2200.0,12500.0,0.27,-0.58,0.54,50.0,-22.0,132.0,15.0,-4.0,29.5,,,,0.59,-0.32,1.43,140.0,,,0.61501,,,48.0,-22.0,132.0
GW200316_215756,GW200316_215756-v1,1268431094.1,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200316_215756-v1,13.1,-2.9,10.2,7.8,-2.9,2.0,10.3,-0.7,0.4,1120.0,-440.0,480.0,0.13,-0.1,0.27,21.2,-2.0,7.2,8.75,-0.55,0.62,,,,0.22,-0.08,0.08,1e-05,,,0.99,,,20.2,-1.9,7.4
GW200311_115853,GW200311_115853-v1,1267963151.3,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200311_115853-v1,34.2,-3.8,6.4,27.7,-5.9,4.1,17.8,-0.2,0.2,1170.0,-400.0,280.0,-0.02,-0.2,0.16,61.9,-4.2,5.3,26.6,-2.0,2.4,,,,0.23,-0.07,0.05,1e-05,,,0.99,,,59.0,-3.9,4.8
GW200311_103121,200311_103121-v1,1267957899.7,1,GWTC-3-marginal,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200311_103121-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,1.3,,,0.194,,,,,
GW200308_173609,GW200308_173609-v1,1267724187.7,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200308_173609-v1,60.0,-29.0,166.0,24.0,-13.0,36.0,4.7,-2.9,2.5,7100.0,-4400.0,13900.0,0.16,-0.49,0.58,92.0,-48.0,169.0,34.0,-18.0,44.0,,,,1.04,-0.57,1.47,2.4,,,0.8566,,,88.0,-47.0,169.0
GW200306_093714,GW200306_093714-v1,1267522652.1,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200306_093714-v1,28.3,-7.7,17.1,14.8,-6.4,6.5,7.8,-0.6,0.4,2100.0,-1100.0,1700.0,0.32,-0.46,0.28,43.9,-7.5,11.8,17.5,-3.0,3.5,,,,0.38,-0.18,0.24,24.0,,,0.81156,,,41.7,-6.9,12.3
GW200302_015811,GW200302_015811-v1,1267149509.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW200302_015811-v1,37.8,-8.5,8.7,20.0,-5.7,8.1,10.8,-0.4,0.3,1480.0,-700.0,1020.0,0.01,-0.26,0.25,57.8,-6.9,9.6,23.4,-3.0,4.7,,,,0.28,-0.12,0.16,0.11,,,0.90643,,,55.5,-6.6,8.9
